  SUPERVISOR                  ID_EMPLEADO       NOMBRE_EMPLEADO        SUELDO_NETO   
               Id empleado: 1,     Datos: Denis Tyler     4278.91,     Padre: 0
Alma Griffiths   Id empleado: 244,     Datos: Isabel Trent     4170.07,     Padre: 112
Alma Griffiths   Id empleado: 245,     Datos: Maxwell Dann     4108.97,     Padre: 112
Clint Cork   Id empleado: 54,     Datos: Katelyn White     2881.15,     Padre: 14
Katelyn White   Id empleado: 113,     Datos: Jenna Powell     4507.57,     Padre: 54
Jenna Powell   Id empleado: 246,     Datos: Aurelia Uddin     3070.18,     Padre: 113
Jenna Powell   Id empleado: 247,     Datos: Rick Nayler     3335.21,     Padre: 113
Jenna Powell   Id empleado: 248,     Datos: Maxwell King     4025.3,     Padre: 113
Jenna Powell   Id empleado: 249,     Datos: Chad Knight     3891.44,     Padre: 113
Katelyn White   Id empleado: 114,     Datos: John Furnell     3112.49,     Padre: 54
John Furnell   Id empleado: 250,     Datos: Nathan Morgan     3540.99,     Padre: 114
John Furnell   Id empleado: 251,     Datos: Abdul Weatcroft     4370.87,     Padre: 114
John Furnell   Id empleado: 252,     Datos: Valentina Walker     3758.34,     Padre: 114
John Furnell   Id empleado: 253,     Datos: Victoria Flack     2691.19,     Padre: 114
John Furnell   Id empleado: 254,     Datos: Doug Tyler     4111.46,     Padre: 114
Katelyn White   Id empleado: 115,     Datos: Jamie Parker     2888.21,     Padre: 54
Jamie Parker   Id empleado: 255,     Datos: Helen Vince     3666.47,     Padre: 115
Katelyn White   Id empleado: 116,     Datos: Anthony Scott     3511.14,     Padre: 54
Alan Patel   Id empleado: 15,     Datos: Stella Rossi     4206.84,     Padre: 4
Stella Rossi   Id empleado: 55,     Datos: Leilani Reese     4210.57,     Padre: 15
Leilani Reese   Id empleado: 117,     Datos: Lucas Wilkinson     2924.81,     Padre: 55
Leilani Reese   Id empleado: 118,     Datos: Havana Watson     4468.36,     Padre: 55
Leilani Reese   Id empleado: 119,     Datos: Percy Hilton     3196.49,     Padre: 55
Leilani Reese   Id empleado: 120,     Datos: Wade Booth     2994.24,     Padre: 55
Wade Booth   Id empleado: 256,     Datos: Danny Neville     3831.69,     Padre: 120
Wade Booth   Id empleado: 257,     Datos: Tony Vince     4043.5,     Padre: 120
Wade Booth   Id empleado: 258,     Datos: Gwenyth Groves     3728.12,     Padre: 120
Leilani Reese   Id empleado: 121,     Datos: Clarissa Gray     3510.32,     Padre: 55
Clarissa Gray   Id empleado: 259,     Datos: Brad Antcliff     3961.28,     Padre: 121
Clarissa Gray   Id empleado: 260,     Datos: Sarah Fleming     3771.93,     Padre: 121
Clarissa Gray   Id empleado: 261,     Datos: Ruth Yarlett     2608.73,     Padre: 121
Leilani Reese   Id empleado: 122,     Datos: Catherine Collins     3345.25,     Padre: 55
Catherine Collins   Id empleado: 262,     Datos: Havana Rainford     4165.68,     Padre: 122
Catherine Collins   Id empleado: 263,     Datos: John Stewart     2990.41,     Padre: 122
Catherine Collins   Id empleado: 264,     Datos: Rita Chapman     3389.25,     Padre: 122
Alan Patel   Id empleado: 16,     Datos: Angela Thornton     3459.79,     Padre: 4
Denis Tyler   Id empleado: 5,     Datos: Domenic Eaton     4529.1,     Padre: 1
Domenic Eaton   Id empleado: 17,     Datos: Cameron Pickard     3834.9,     Padre: 5
Domenic Eaton   Id empleado: 18,     Datos: Enoch Umney     4161.73,     Padre: 5
Domenic Eaton   Id empleado: 19,     Datos: Bryon Plant     3843.75,     Padre: 5
Domenic Eaton   Id empleado: 20,     Datos: Charlize Horton     3450.39,     Padre: 5
Charlize Horton   Id empleado: 56,     Datos: Roger Wild     3135.61,     Padre: 20
Roger Wild   Id empleado: 123,     Datos: Enoch Mitchell     2988.69,     Padre: 56
Roger Wild   Id empleado: 124,     Datos: Abdul Heaton     3005.08,     Padre: 56
Abdul Heaton   Id empleado: 265,     Datos: Adela Mould     2718.85,     Padre: 124
Abdul Heaton   Id empleado: 266,     Datos: Meredith Wright     4261.38,     Padre: 124
Abdul Heaton   Id empleado: 267,     Datos: Aurelia Roberts     3583.84,     Padre: 124
Roger Wild   Id empleado: 125,     Datos: Peyton Russel     3998,     Padre: 56
Charlize Horton   Id empleado: 57,     Datos: Ryan Grant     3397.89,     Padre: 20
Ryan Grant   Id empleado: 126,     Datos: Andrea Ellison     4236.54,     Padre: 57
Andrea Ellison   Id empleado: 268,     Datos: David Jarvis     2693.07,     Padre: 126
Andrea Ellison   Id empleado: 269,     Datos: Agnes Emmott     3651.06,     Padre: 126
Andrea Ellison   Id empleado: 270,     Datos: Noah Wigley     3488.82,     Padre: 126
Andrea Ellison   Id empleado: 271,     Datos: Fred Savage     3584.19,     Padre: 126
Ryan Grant   Id empleado: 127,     Datos: Carissa Quinnell     3787.31,     Padre: 57
Carissa Quinnell   Id empleado: 272,     Datos: Julius Rycroft     3977.99,     Padre: 127
Carissa Quinnell   Id empleado: 273,     Datos: Courtney Morris     2673.56,     Padre: 127
Carissa Quinnell   Id empleado: 274,     Datos: Jayden Ralph     4194.02,     Padre: 127
Ryan Grant   Id empleado: 128,     Datos: Estrella Gates     3979.16,     Padre: 57
Ryan Grant   Id empleado: 129,     Datos: Mike Palmer     3624.95,     Padre: 57
Charlize Horton   Id empleado: 58,     Datos: Kate Waterson     4285.61,     Padre: 20
Kate Waterson   Id empleado: 130,     Datos: Carl Saunders     4082.67,     Padre: 58
Carl Saunders   Id empleado: 275,     Datos: Angelina Strong     3898.08,     Padre: 130
Carl Saunders   Id empleado: 276,     Datos: Liv Casey     2647.24,     Padre: 130
Carl Saunders   Id empleado: 277,     Datos: Alan Waterhouse     3690.22,     Padre: 130
Kate Waterson   Id empleado: 131,     Datos: Michelle Stone     3872.05,     Padre: 58
Michelle Stone   Id empleado: 278,     Datos: Leroy Jarvis     3781.79,     Padre: 131
Michelle Stone   Id empleado: 279,     Datos: Boris Lee     3189.8,     Padre: 131
Kate Waterson   Id empleado: 132,     Datos: Aiden Craig     3650.25,     Padre: 58
Domenic Eaton   Id empleado: 21,     Datos: Doug Kelly     2823.05,     Padre: 5
Doug Kelly   Id empleado: 59,     Datos: Lynn Martin     4445.44,     Padre: 21
Lynn Martin   Id empleado: 133,     Datos: Natalie Vinton     4117.7,     Padre: 59
Lynn Martin   Id empleado: 134,     Datos: Matthew Pickard     2679.18,     Padre: 59
Matthew Pickard   Id empleado: 280,     Datos: Gloria Robinson     3442.38,     Padre: 134
Matthew Pickard   Id empleado: 281,     Datos: Matthew Thorne     3299.39,     Padre: 134
Matthew Pickard   Id empleado: 282,     Datos: Stephanie Thomas     4208.4,     Padre: 134
Matthew Pickard   Id empleado: 283,     Datos: Josh Addison     3452.41,     Padre: 134
Lynn Martin   Id empleado: 135,     Datos: Sofia Steer     3703.6,     Padre: 59
Sofia Steer   Id empleado: 284,     Datos: Tom Lewis     3676.88,     Padre: 135
Sofia Steer   Id empleado: 285,     Datos: Emma Rogers     4304.24,     Padre: 135
Lynn Martin   Id empleado: 136,     Datos: Tom Oliver     2722.33,     Padre: 59
Tom Oliver   Id empleado: 286,     Datos: Percy Grant     2622.4,     Padre: 136
Tom Oliver   Id empleado: 287,     Datos: Leanne Flack     4285.31,     Padre: 136
Tom Oliver   Id empleado: 288,     Datos: Martha Alexander     4163.65,     Padre: 136
Tom Oliver   Id empleado: 289,     Datos: Mina Hamilton     4148.14,     Padre: 136
Doug Kelly   Id empleado: 60,     Datos: Benjamin Dowson     3037.22,     Padre: 21
Benjamin Dowson   Id empleado: 137,     Datos: Agnes Chadwick     3456.72,     Padre: 60
Agnes Chadwick   Id empleado: 290,     Datos: Barry Farrow     3823.42,     Padre: 137
Agnes Chadwick   Id empleado: 291,     Datos: Kieth Carter     2766.79,     Padre: 137
Benjamin Dowson   Id empleado: 138,     Datos: Mavis Turner     2911.1,     Padre: 60
Benjamin Dowson   Id empleado: 139,     Datos: Rocco Shields     4359.03,     Padre: 60
Rocco Shields   Id empleado: 292,     Datos: Sonya Sinclair     3364.28,     Padre: 139
Rocco Shields   Id empleado: 293,     Datos: Abdul Barrett     3548.2,     Padre: 139
Benjamin Dowson   Id empleado: 140,     Datos: Caleb Jenkin     3303.46,     Padre: 60
Caleb Jenkin   Id empleado: 294,     Datos: Bryce Owens     3751.15,     Padre: 140
Caleb Jenkin   Id empleado: 295,     Datos: Elijah Stevens     3132.23,     Padre: 140
Caleb Jenkin   Id empleado: 296,     Datos: Maria Mcneill     3600.6,     Padre: 140
Doug Kelly   Id empleado: 61,     Datos: Domenic Yoman     4000.8,     Padre: 21
Domenic Yoman   Id empleado: 141,     Datos: Roger Stevens     3766.87,     Padre: 61
Domenic Yoman   Id empleado: 142,     Datos: Lucas Shea     3482.76,     Padre: 61
Domenic Eaton   Id empleado: 22,     Datos: Elijah Eyres     3825.84,     Padre: 5
Elijah Eyres   Id empleado: 62,     Datos: Jacob Carter     4564.04,     Padre: 22
Jacob Carter   Id empleado: 143,     Datos: Stephanie Parker     3605.26,     Padre: 62
Jacob Carter   Id empleado: 144,     Datos: Cara Bayliss     3808.62,     Padre: 62
Jacob Carter   Id empleado: 145,     Datos: Francesca Sherwood     4093.67,     Padre: 62
Francesca Sherwood   Id empleado: 297,     Datos: Kieth Riley     4370.64,     Padre: 145
Francesca Sherwood   Id empleado: 298,     Datos: Johnny Bennett     3478.41,     Padre: 145
Francesca Sherwood   Id empleado: 299,     Datos: Ramon Clayton     4339.85,     Padre: 145
Francesca Sherwood   Id empleado: 300,     Datos: John Leslie     3263.46,     Padre: 145
Elijah Eyres   Id empleado: 63,     Datos: Javier Holmes     4090.34,     Padre: 22
Javier Holmes   Id empleado: 146,     Datos: Daron Windsor     3099.5,     Padre: 63
Javier Holmes   Id empleado: 147,     Datos: Harry Chapman     3571.61,     Padre: 63
Javier Holmes   Id empleado: 148,     Datos: Rosalee Holmes     3166.57,     Padre: 63
Javier Holmes   Id empleado: 149,     Datos: Skylar Attwood     4191.85,     Padre: 63
Elijah Eyres   Id empleado: 64,     Datos: Henry Roscoe     3923.73,     Padre: 22
Henry Roscoe   Id empleado: 150,     Datos: Alexander Sinclair     4457.89,     Padre: 64
Alexander Sinclair   Id empleado: 301,     Datos: Aurelia Chester     3016.34,     Padre: 150
Henry Roscoe   Id empleado: 151,     Datos: Alex Rixon     3535.81,     Padre: 64
Alex Rixon   Id empleado: 302,     Datos: Doug Edwards     3377.71,     Padre: 151
Alex Rixon   Id empleado: 303,     Datos: Ron Edmonds     3369.49,     Padre: 151
Alex Rixon   Id empleado: 304,     Datos: Ronald Michael     3617.47,     Padre: 151
Alex Rixon   Id empleado: 305,     Datos: Amy King     3826.61,     Padre: 151
Henry Roscoe   Id empleado: 152,     Datos: Paige Villiger     3880.95,     Padre: 64
Paige Villiger   Id empleado: 306,     Datos: Emery Waterhouse     3971.04,     Padre: 152
Paige Villiger   Id empleado: 307,     Datos: Manuel Radley     4284.56,     Padre: 152
Paige Villiger   Id empleado: 308,     Datos: Kieth Wild     2670.82,     Padre: 152
Henry Roscoe   Id empleado: 153,     Datos: Luke London     4110.4,     Padre: 64
Luke London   Id empleado: 309,     Datos: Angela Higgs     4298.66,     Padre: 153
Luke London   Id empleado: 310,     Datos: Cassidy Button     4082.27,     Padre: 153
Luke London   Id empleado: 311,     Datos: Rihanna Nobbs     3257.51,     Padre: 153
Luke London   Id empleado: 312,     Datos: Anthony Brown     3207.99,     Padre: 153
Henry Roscoe   Id empleado: 154,     Datos: Cedrick Price     3855.37,     Padre: 64
Cedrick Price   Id empleado: 313,     Datos: Tony Greenwood     2991.33,     Padre: 154
Cedrick Price   Id empleado: 314,     Datos: Percy Walton     4169,     Padre: 154
Cedrick Price   Id empleado: 315,     Datos: Marvin Harper     4256.81,     Padre: 154
Cedrick Price   Id empleado: 316,     Datos: Shay Gonzales     4249.64,     Padre: 154
